input,index,label,token
"['فیض', 'کے', 'نواسے', 'علی', 'مہدی', 'ہاشمی', 'بتاتے', 'ہیں', 'کہ', 'سنہ', 'انیس', 'سو', 'اکتالیس', 'میں', 'سری', 'نگر', 'میں', 'ان', 'کا', 'نکاح', 'ہوا', 'تھا', '۔']",12,7,اکتالیس
"['ویلری', 'گیسکارڈ', 'ایس', 'اسٹنگ', '2', 'فروری', '1926', 'کو', 'جرمنی', 'کے', 'کوبلنز', 'میں', 'پیدا', 'ہوئے', 'تھے', 'جہاں', 'ان', 'کے', 'والد', 'ایڈمونڈ', 'پہلی', 'جنگ', 'عظیم', 'کے', 'بعد', 'رائن', 'لینڈ', 'پر', 'فرانسیسی', 'قبضے', 'کے', 'لیے', 'وزارت', 'خزانہ', 'کے', 'عہدیدار', 'کے', 'طور', 'پر', 'خدمات', 'انجام', 'دے', 'رہے', 'تھے', '۔']",6,7,1926
"['تفصیلات', 'کے', 'مطابق', 'غلام', 'محمد', 'مہر', 'شوگر', 'ملز', 'گھوٹکی', 'کے', 'ملازم', 'اور', 'ماتھیلو', 'کے', 'نواحی', 'گاو', 'ں', 'ولو', 'مہر', 'کے', 'رہائشی', 'رمیش', 'کمار', 'جو', '2009', 'میں', 'مذکورہ', 'شوگر', 'ملز', 'میں', 'بطور', 'دھوبی', 'بھرتی', 'ہوا', 'تھا', 'جس', 'کے', 'اکاو', 'نٹ', 'سے', '12', 'ارب', '78', 'کروڑ', '71', 'لاکھ', '45', 'ہزار', 'روپے', 'کی', 'خریداری', 'کا', 'انکشاف', 'ہوا', 'ہے', '۔']",24,7,2009
"['آئی', 'سی', 'سی', 'مینز', 'کرکٹ', 'ورلڈ', 'سپر', 'لیگ', 'میں', 'شامل', 'ون', 'ڈے', 'انٹرنیشنل', 'سیریز', 'کے', 'لیے', 'دونوں', 'اسکواڈز', 'آج', 'بروز', 'منگل', 'سے', 'پنڈی', 'کرکٹ', 'اسٹیڈیم', 'راولپنڈی', 'میں', 'ٹریننگ', 'کا', 'آغاز', 'کردیں', 'گے', 'دونوں', 'ٹیموں', 'کے', 'درمیان', 'سیریز', 'کا', 'پہلا', 'ایک', 'روزہ', 'میچ', 'تیس', 'اکتوبر', 'کو', 'پنڈی', 'کرکٹ', 'اسٹیڈیم', 'راولپنڈی', 'میں', 'کھیلا', 'جائے', 'گا', '۔']",42,7,تیس
"['محکمہ', 'تعلیم', 'کے', 'افسر', 'نے', 'ایکسپریس', 'کو', 'بتایا', 'کہ', 'پہلے', 'مرحلے', 'میں', 'پرائمری', 'تعلیمی', 'ادارے', 'کھولنے', 'کی', 'تجویز', 'اس', 'لیے', 'زیر', 'غور', 'ہے', 'کہ', 'موصولہ', 'ڈیٹا', 'کے', 'مطابق', 'ملک', 'میں', 'کوویڈ', 'کی', 'شدت', 'سے', 'سب', 'سے', 'کم', 'چھوٹے', 'بچے', 'متاثرہوئے', 'ہیں', 'اور', 'کوویڈ', 'کم', 'عمر', 'بچوں', 'کو', 'دیگر', 'کی', 'طرح', 'اثر', 'انداز', 'نہیں', 'کررہا', 'تاہم', 'تعلیمی', 'افسر', 'کا', 'کہنا', 'تھا', 'کہ', 'اسکول', 'کھولنے', 'سے', 'متعلق', 'یہ', 'تینوں', 'تاریخیں', 'مجوزہ', 'ہیں', 'اور', 'اگر', 'کوویڈ', 'کی', 'صورتحال', 'بدستور', 'خراب', 'رہی', 'تو', '19', 'جنوری', 'کو', 'دوبارہ', 'بین', 'الصوبائی', 'وزرائے', 'تعلیم', 'کانفرنس', 'بلاکر', 'اس', 'پر', 'غور', 'اور', 'رد', 'بدل', 'کیا', 'جاسکتا', 'ہے', 'تاہم', 'اس', 'سلسلے', 'میں', 'کوئی', 'بھی', 'فیصلہ', 'اس', 'مرض', 'سے', 'بچنے', 'کا', 'قومی', 'رجحان', 'اور', 'اسپتالوں', 'میں', 'مریضوں', 'کی', 'تعداد', 'و', 'ملک', 'کے', 'نظام', 'صحت', 'پر', 'موجودہ', 'دبائو', 'کو', 'سامنے', 'رکھتے', 'ہوئے', 'کیا', 'جائے', 'گا', '۔']",79,7,19
"['اداکار', 'لطیف', 'منا', '7', 'نومبر', '1945', 'کو', 'کراچی', 'میں', 'عبدالعزیزآخوند', 'کے', 'گھر', 'پیداہوئے', 'ان', 'کے', 'والد', 'مختیارکار', 'تھے', '۔']",5,7,1945
"['سعودی', 'انتظامیہ', 'نے', 'دو', 'ہزار', 'گیارہ', 'میں', 'القاعدہ', 'سے', 'تعلق', 'رکھنے', 'یا', 'دوہزار', 'تین', 'اور', 'دو', 'ہزار', 'چھ', 'کے', 'درمیان', 'ملک', 'میں', 'پرتشدد', 'حملے', 'کرنے', 'میں', 'مبینہ', 'طور', 'پر', 'ملوث', 'سعودی', 'اور', 'غیر', 'ملکی', 'باشندوں', 'کو', 'سزائیں', 'دینے', 'کے', 'لیے', 'خصوصی', 'ٹرائبیونل', 'بنائے', 'تھے', '۔']",4,7,ہزار
"['جس', 'کا', 'ایک', 'ثبوت', 'یہ', 'ہے', 'کہ', 'ہمارا', 'ملک', 'اپنی', 'پیدائش', 'کے', 'بعد', 'پورے', '9', 'سال', 'تک', 'بغیر', 'اپنے', 'آئین', 'کے', 'چلتا', 'رہا', 'اور', 'اس', 'ملک', 'کا', 'پہلا', 'آئین', '1956', 'میں', 'جا', 'کر', 'بنا', 'جو', 'صرف', 'چھ', 'سال', 'ہی', 'ہماری', 'حب', 'الوطنی', 'کا', 'بوجھ', 'اٹھا', 'سکا', 'اور', 'پھر', 'اس', 'کی', 'جگہ', '1962', 'کےآئین', 'نے', 'لے', 'لی', 'اور', 'پھر', 'مختلف', 'وجوہات', 'کے', 'پیش', 'نظر', 'ہم', 'نے', 'گیارہ', 'سال', 'بعد', 'اپنا', 'متفقہ', 'آئین', '1973', 'میں', 'بنایا', 'جو', 'بعد', 'میں', 'وقت', 'کے', 'ساتھ', 'ساتھ', 'مختلف', 'ترامیم', 'کے', 'ساتھ', 'آج', 'تک', 'لاگو', 'ہے', '۔']",71,7,1973
"['شادی', 'کے', 'بعد', 'سال', 'ہا', 'سال', 'شہزادہ', 'حسن', 'اردن', 'کے', 'ولی', 'عہد', 'کے', 'منصب', 'پر', 'فائز', 'رہے', 'لیکن', 'پھر', 'کہانی', 'میں', 'ایک', 'نیا', 'موڑ', 'آیا', 'اور', 'شاہ', 'حسین', 'نے', 'اپنی', 'وفات', 'سات', 'فروری', '1999', 'سے', 'چند', 'روز', 'قبل', 'اپنے', 'صاحبزادے', 'شہزادہ', 'عبداللہ', 'کو', 'اپنا', 'ولی', 'عہد', 'نامزد', 'کر', 'دیا', 'جنھوں', 'نے', 'شاہ', 'حسین', 'کے', 'انتقال', 'کے', 'فورا', 'بعد', 'بادشاہت', 'کا', 'منصب', 'سنبھال', 'لیا', '۔']",31,7,سات
"['ترجمان', 'دفترخارجہ', 'زاہد', 'حفیظ', 'چوہدری', 'کے', 'مطابق', 'پاکستان', 'اور', 'بھارت', 'کے', 'درمیان', 'جوہری', 'تنصیبات', 'پر', 'حملہ', 'نہ', 'کرنے', 'کا', 'معاہدہ', 'ہے', 'یہ', 'معاہدہ', '31', 'دسمبر', '1988', 'کو', 'طے', 'پایا', 'تھا', '۔']",25,7,1988
"['بھارت', 'میں', 'مئي', 'کے', 'تاریخی', 'انتخابات', 'میں', 'فتح', 'کے', 'بعد', 'نریندر', 'مودی', 'کی', 'میڈیا', 'سے', 'پہلی', 'ملاقات', 'کئی', 'وجوہات', 'سے', 'دلچسپ', 'رہی', '۔']",2,7,مئي
"['کیس', 'کی', 'ا', 'ئندہ', 'سماعت', 'گیارہ', 'جنوری', 'کو', 'ہوگی', '۔']",5,7,گیارہ
"['جمعہ', 'کو', 'جہانگیر', 'ترین', 'کے', 'بیٹے', 'علی', 'ترین', 'کو', 'بھی', 'طلب', 'کرلیا', 'گیا', '۔']",0,7,جمعہ
"['آسٹریلوں', 'ٹیم', 'کے', 'کپتان', 'مائیکل', 'کلارک', 'وہ', 'واحد', 'کھلاڑی', 'ہیں', 'جو', 'سنہ', '2005', 'میں', 'کھیلی', 'گئی', 'ایشز', 'سیریز', 'میں', 'آسٹریلوی', 'سکواڈ', 'کا', 'حصہ', 'تھے', 'اور', 'ان', 'دلچسپ', 'میچوں', 'کو', 'بہت', 'خوشی', 'سے', 'یاد', 'کرتے', 'ہیں', 'حالانکہ', 'اس', 'کے', 'نتائج', 'الگ', 'تھے', '۔']",12,7,2005
"['دوسری', 'جانب', 'لاہور', 'میں', 'میچز', 'کو', 'سموگ', 'کے', 'پیش', 'نظر', 'منتقل', 'کردیا', 'گیا', 'ہے', 'پاکستان', 'اور', 'زمبابوے', 'کی', 'سیریز', 'میں', 'شامل', 'تینوں', 'ٹی', 'ٹوئنٹی', 'میچز', 'اب', 'راولپنڈی', 'میں', 'کھیلے', 'جائیں', 'گے', 'پی', 'ایس', 'ایل', '5کے', 'باقی', 'چاروں', 'میچز', 'اب', 'کراچی', 'میں', 'ہوں', 'گے', 'زمبابوے', 'سے', 'ٹی', 'ٹوئنٹی', 'میچز', '7', '8اور', '10دسمبر', 'کو', 'شیڈول', 'ہیں', 'پی', 'ایس', 'ایل', 'کے', 'باقی', 'میچز', '14', '15اور', '17نومبر', 'کو', 'طے', 'پائے', 'تھے', '۔']",50,7,10دسمبر
"['سعودی', 'انتظامیہ', 'نے', 'دو', 'ہزار', 'گیارہ', 'میں', 'القاعدہ', 'سے', 'تعلق', 'رکھنے', 'یا', 'دوہزار', 'تین', 'اور', 'دو', 'ہزار', 'چھ', 'کے', 'درمیان', 'ملک', 'میں', 'پرتشدد', 'حملے', 'کرنے', 'میں', 'مبینہ', 'طور', 'پر', 'ملوث', 'سعودی', 'اور', 'غیر', 'ملکی', 'باشندوں', 'کو', 'سزائیں', 'دینے', 'کے', 'لیے', 'خصوصی', 'ٹرائبیونل', 'بنائے', 'تھے', '۔']",17,7,چھ
"['اس', 'وفد', 'نے', 'پاکستان', 'کے', 'ان', 'خدشات', 'کی', 'تصدیق', 'کی', 'تھی', 'کہ', 'ہندوستان', 'یہ', 'ڈیم', 'انیس', 'سو', 'ساٹھ', 'کے', 'معاہدہ', 'کی', 'خلاف', 'ورزی', 'کرتے', 'ہوۓ', 'بنا', 'رہا', 'ہے', '۔']",15,7,انیس
"['یہ', 'ویڈیو', 'گیم', '1985', 'میں', 'نائنٹینڈو', 'این', 'ای', 'ایس', 'کونسول', 'کےلیے', 'جاری', 'کیا', 'گیا', 'تھا', 'اور', 'اس', 'کی', 'ایک', 'ڈبہ', 'بند', 'کاپی', 'ا', 'ج', 'تک', 'ایک', 'امریکی', 'شہری', 'کے', 'پاس', 'محفوظ', 'تھی', 'جسے', 'اس', 'نے', 'ڈلاس', 'کے', 'ہیری', 'ٹیج', 'ا', 'کشنز', 'میں', 'نیلامی', 'کےلیے', 'رکھا', 'ہوا', 'تھا', '۔']",3,7,1985
"['اپریل', 'سنہ', 'انیس', 'سواکاسی', 'پچیس', 'کا', 'دن', 'تھا', '،', 'ایسا', 'لگ', 'رہا', 'تھا', 'کہ', 'الہ', 'آباد', 'شہر', 'کا', 'ہر', 'رکشہ', '،', 'تانگا', 'اور', 'سکوٹر', 'الہ', 'آباد', 'یونیورسٹی', 'کی', 'طرف', 'چلا', 'جا', 'رہا', 'ہے', '۔']",3,7,سواکاسی
"['اٹھارہ', 'اکتوبر', 'دوہزارسات', 'کا', 'دن', 'تھا', 'جب', 'تمام', 'تر', 'خدشات', '،', 'خطرات', '،', 'تحفظات', 'کے', 'باوجود', 'پاکستان', 'پیپلزپارٹی', 'کی', 'چیئرپرسن', 'محترمہ', 'بے', 'نظیر', 'بھٹو', 'آٹھ', 'سالہ', 'جلاوطنی', 'ختم', 'کرکے', 'تمام', 'رکاوٹوں', 'کو', 'عبور', 'کرتی', 'ہوئی', 'پاکستان', 'میں', 'جمہوریت', 'کی', 'بحالی', 'اور', 'کروڑوں', 'غریب', 'عوام', 'کو', 'مسائل', 'سے', 'نجات', 'دلانے', 'کا', 'جذبہ', 'لیے', 'اپنے', 'طے', 'شدہ', 'پروگرام', 'کے', 'مطابق', 'وطن', 'واپس', 'پہنچی', 'تو', 'کراچی', 'ایئرپورٹ', 'پر', 'طیارے', 'سے', 'اترنے', 'کے', 'بعد', 'وہ', 'خوشی', 'و', 'انبساط', 'اور', 'فرط', 'جذبات', 'سے', 'آبدیدہ', 'ہوگئیں', '۔']",0,7,اٹھارہ
"['18', 'دسمبر', 'کو', 'ختم', 'ہونے', 'والے', 'کاروباری', 'ہفتے', 'کے', 'دوران', 'سعودی', 'عرب', 'کو', 'موخر', 'قرضوں', 'کی', 'دوسری', 'قسط', 'کی', 'صورت', 'میں', 'ایک', 'ارب', 'ڈالر', 'کی', 'ادائیگیوں', 'کے', 'باوجود', 'ملک', 'میں', 'ڈالرکی', 'قدر', 'تنزلی', 'سے', 'دوچار', 'ہوئی', '۔']",0,7,18
"['رابطہ', 'گروپ', 'نے', 'اقوام', 'متحدہ', 'کے', 'سیکرٹری', 'جنرل', 'اقوام', 'متحدہ', 'کی', 'سلامتی', 'کونسل', 'اور', 'اقوام', 'متحدہ', 'کی', 'انسانی', 'حقوق', 'کونسل', 'سے', 'یہ', 'بھی', 'کہا', 'کہ', 'وہ', 'بھارت', 'سے', 'مطالبہ', 'کریں', 'کہ', 'وہ', 'مقبوضہ', 'جموں', 'و', 'کشمیر', 'میں', 'انسانی', 'حقوق', 'کی', 'پامالیوں', 'کو', 'روکیں', '5', 'اگست', '2019', 'کو', 'اور', 'اس', 'کے', 'بعد', 'کیے', 'گئے', 'یکطرفہ', 'اور', 'غیر', 'قانونی', 'اقدامات', 'کو', 'منسوخ', 'کریں', '۔']",43,7,5
"['وفاقی', 'کابینہ', 'نے', 'اقتصادی', 'رابطہ', 'کمیٹی', 'ای', 'سی', 'سی', 'کے', '2', 'ستمبر', 'کے', 'فیصلوں', 'کی', 'توثیق', 'کردی', 'جبکہ', 'دوہری', 'شہریت', 'کے', 'حامل', 'افراد', 'کے', 'الیکشن', 'میں', 'حصہ', 'لینے', 'اور', 'سینیٹ', 'میں', 'خفیہ', 'رائے', 'شماری', 'ختم', 'کرنے', 'کے', 'ا', 'ئینی', 'ترمیم', 'بل', 'کو', 'منظور', 'کرلیا', '۔']",10,7,2
"['یاد', 'رہے', 'کہ', 'ا', 'ئی', 'سی', 'سی', 'سپر', 'لیگ', 'میں', 'شامل', 'ون', 'ڈے', 'سیریز', 'کا', 'پہلا', 'میچ', '30اکتوبر', 'کو', 'کھیلا', 'جائے', 'گا', 'دوسرا', 'مقابلہ', 'یکم', 'جبکہ', 'تیسرا', 'اور', 'ا', 'خری', '3نومبر', 'کو', 'شیڈول', 'ہے', 'تینوں', 'میچز', 'دوپہر', '12بجے', 'شروع', 'ہوں', 'گے', 'بعد', 'ازاں', 'ٹی', 'ٹوئنٹی', 'سیریز', 'کا', 'میزبان', 'لاہور', 'ہوگا', '۔']",17,7,30اکتوبر
"['سٹاک', 'ایکسچینج', 'میں', 'بہتری', 'ا', 'رہی', 'ہے', 'مارچ', '2020ء', 'میں', 'کورونا', 'کی', 'وباء', 'کی', 'وجہ', 'سے', '27', 'ہزار', '500پوائنٹس', 'والی', 'سٹاک', 'ایکسچینج', 'اب', '45', 'ہزار', 'پوائنٹس', 'کے', 'قریب', 'ہے', 'ایک', 'سال', 'میں', 'اس', 'میں', '60', 'فیصد', 'بہتری', 'ا', 'ئی', 'جو', 'خوش', 'ا', 'ئند', 'ہے', 'یہ', 'اندازہ', 'لگایا', 'جارہا', 'ہے', 'کہ', 'فروری', 'مارچ', 'میں', 'اس', 'میں', 'مزید', 'بہتری', 'ا', 'ئے', 'گی', '۔']",7,7,مارچ
"['دونوں', 'ٹیموں', 'کے', 'درمیان', 'سیریز', 'کا', 'دوسرا', 'میچ', '29', 'نومبر', 'کو', 'رکھا', 'گیا', 'ہے', 'اور', 'تیسرا', 'میچ', 'یکم', 'دسمبر', 'کو', 'طے', 'ہے', 'جب', 'کہ', '3', 'ایک', 'روزہ', 'میچز9', '6', '4', 'دسمبر', 'کو', 'کھیلنے', 'پر', 'اتفاق', 'کیا', 'گیا', 'ہے', '۔']",29,7,4
"['اس', 'کا', 'اندازہ', 'شاید', '1958', 'تک', 'کسی', 'کو', 'بھی', 'نہیں', 'تھا', 'اور', 'جب', 'اندازہ', 'ہوا', 'تو', 'اس', 'کے', 'بعد', 'سے', 'ہی', 'یہ', 'خطہ', 'غیر', 'مستحکم', 'ہے', '۔']",4,7,1958
"['گزشتہ', 'برس', 'اکتوبر', 'میں', 'ٹویٹر', 'کے', 'پراڈکٹ', 'ہیڈ', 'کے', 'وون', 'پیکپور', 'نے', 'اشارہ', 'دیا', 'تھا', 'کہ', 'ان', 'کی', 'ٹیم', 'ٹویٹ', 'کے', 'جوابات', 'پر', 'صارف', 'کے', 'کنٹرول', 'بڑھانے', 'پر', 'سوچ', 'رہی', 'ہے', '۔']",1,7,برس
"['سعودی', 'انتظامیہ', 'نے', 'دو', 'ہزار', 'گیارہ', 'میں', 'القاعدہ', 'سے', 'تعلق', 'رکھنے', 'یا', 'دوہزار', 'تین', 'اور', 'دو', 'ہزار', 'چھ', 'کے', 'درمیان', 'ملک', 'میں', 'پرتشدد', 'حملے', 'کرنے', 'میں', 'مبینہ', 'طور', 'پر', 'ملوث', 'سعودی', 'اور', 'غیر', 'ملکی', 'باشندوں', 'کو', 'سزائیں', 'دینے', 'کے', 'لیے', 'خصوصی', 'ٹرائبیونل', 'بنائے', 'تھے', '۔']",13,7,تین
"['ورلڈ', 'بیس', 'اینڈ', 'سافٹ', 'بال', 'کفنیڈریشن', 'نے', 'اپنی', 'ویب', 'سائٹ', 'پر', 'اسکردو', 'کو', 'خاص', 'طورپر', 'نمایاں', 'جگہ', 'دی', 'ہے', '29', 'اور', '30', 'اکتوبر', 'کو', 'اسکردو', 'میں', 'ہونے', 'والی', 'انٹرڈسٹرکٹ', 'چیمپئن', 'شپ', 'میں', 'چار', 'ٹیمیں', 'شریک', 'ہوں', 'گی', '31', 'اکتوبر', 'کو', 'اسکردو', 'میں', 'نیشنل', 'بیس', 'بال', 'اکیڈمی', 'کا', 'افتتاح', 'ہوگا', 'وہاں', 'کے', 'بچوں', 'کو', 'بیس', 'بال', 'کا', 'سامان', 'اور', 'کوچ', 'فیڈریشن', 'فراہم', 'کرے', 'گی', '۔']",21,7,30
"['اسے', 'سنہ', 'دوہزار', 'چار', 'میں', 'لانچ', 'کیا', 'گیا', 'تھا', 'اور', 'اپنے', 'سفر', 'کے', 'دوران', 'یہ', 'سال', 'دوہزار', 'اٹھ', 'اور', 'دوہزار', 'دس', 'میں', 'دو', 'شہابیوں', 'راک', 'سٹینز', 'اور', 'لوٹیٹیا', 'کے', 'پاس', 'سے', 'گزرا', 'تھا', '۔']",17,7,اٹھ
"['انھیں', 'فروری', '2015', 'میں', 'سندھ', 'ہائی', 'کورٹ', 'کا', 'چیف', 'جسٹس', 'تعینات', 'کیا', 'گیا', 'اور', 'پھر', 'سنہ', '2015', 'کے', 'آخر', 'میں', 'انھیں', 'سپریم', 'کورٹ', 'کا', 'جج', 'تعینات', 'کر', 'دیا', 'گیا', '۔']",15,7,سنہ
"['پاکستان', 'میں', 'چھ', 'دینی', 'جماعتوں', 'کے', 'اتحاد', 'متحدہ', 'مجلس', 'عمل', 'نے', 'بارہ', 'مئی', 'کو', 'کراچی', 'میں', 'ہونے', 'والے', 'ضمنی', 'انتخابات', 'کے', 'نتائج', 'منسوخ', 'کر', 'کے', 'دوبارہ', 'فوج', 'کی', 'نگرانی', 'میں', 'انتخاب', 'کرانے', 'کا', 'مطالبہ', 'کیا', 'ہے', '۔']",11,7,بارہ
"['انیس', 'سو', 'بانوے', 'میں', 'کانگریسی', 'وزیراعظم', 'نرسمہا', 'راؤ', 'کی', 'حکومت', 'نے', 'اسرئیل', 'سے', 'مکمل', 'سفارتی', 'تعلقات', 'قائم', 'کیے', 'جسے', 'وزیراعظم', 'اٹل', 'بہاری', 'واجپئی', 'کی', 'قیادت', 'میں', 'ایک', 'نئی', 'تقویت', 'ملی', 'ہے', '۔']",2,7,بانوے
"['انہوں', 'نے', 'کہا', 'کہ', 'فارن', 'فنڈنگ', 'کیس', 'دنیا', 'بھر', 'سے', 'پی', 'ٹی', 'ا', 'ئی', 'کو', 'ملنے', 'والے', 'پیسے', 'کی', 'خورد', 'برد', 'کا', 'کیس', 'ہے', 'جسے', 'الیکشن', 'کمیشن', 'مسلسل', 'التوا', 'میں', 'رکھ', 'رہا', 'ہے', 'تحریک', 'انصاف', 'کو', 'سب', 'سے', 'زیادہ', 'پیسہ', 'اسرائیل', 'سے', 'ا', 'یا', 'یہ', 'قادنیوں', 'کے', 'ایجنٹ', 'ہیں', 'ہم', 'اسرائیل', 'کو', 'کسی', 'صورت', 'تسلیم', 'نہیں', 'کریں', 'گے', 'اور', 'سب', 'سے', 'پہلے', 'بیت', 'المقدس', 'کو', 'ا', 'زاد', 'کرائیں', 'گے', '21', 'جنوری', 'کو', 'کراچی', 'میں', 'اسرائیل', 'نامنظور', 'ریلی', 'نکالیں', 'گے', '۔']",69,7,21
"['سعودی', 'انتظامیہ', 'نے', 'دو', 'ہزار', 'گیارہ', 'میں', 'القاعدہ', 'سے', 'تعلق', 'رکھنے', 'یا', 'دوہزار', 'تین', 'اور', 'دو', 'ہزار', 'چھ', 'کے', 'درمیان', 'ملک', 'میں', 'پرتشدد', 'حملے', 'کرنے', 'میں', 'مبینہ', 'طور', 'پر', 'ملوث', 'سعودی', 'اور', 'غیر', 'ملکی', 'باشندوں', 'کو', 'سزائیں', 'دینے', 'کے', 'لیے', 'خصوصی', 'ٹرائبیونل', 'بنائے', 'تھے', '۔']",3,7,دو
"['یہ', '15', 'نومبر', 'سنہ', '1938', 'کی', 'بات', 'ہے', 'جب', 'قائداعظم', 'محمد', 'علی', 'جناح', 'کی', 'صاحبزادی', 'دینا', 'جناح', 'نے', 'نیول', 'واڈیا', 'نامی', 'ایک', 'پارسی', 'نژاد', 'عیسائی', 'نوجوان', 'سے', 'شادی', 'کرلی', '۔']",4,7,1938
"['نواز', 'حکومت', 'کے', 'اختتام', 'تک', 'اس', 'حوالے', 'سے', 'مزید', 'پیش', 'رفت', 'نہیں', 'ہوئی', 'اور', 'صرف', 'ہائر', 'ایجوکیشن', 'کمیشن', 'پاکستان', 'سے', 'یونیورسٹی', 'آف', 'گوادر', 'کو', 'منظوری', 'مل', 'سکی', '2018', 'کے', 'الیکشن', 'میں', 'برسر', 'اقتدار', 'آنے', 'والی', 'نئی', 'پارٹی', 'بلوچستان', 'عوامی', 'پارٹی', 'نے', 'اقتدار', 'حاصل', 'کرنے', 'چند', 'ماہ', 'بعد', 'نواز', 'دور', 'حکومت', 'کے', 'اس', 'ادھورے', 'منصوبے', 'کو', 'آگے', 'بڑھاتے', 'ہوئے', 'گوادر', 'یونیورسٹی', 'کے', 'ادھورے', 'خواب', 'کو', 'پورا', 'کرنے', 'کےلیے', '8', 'ستمبر', '2018', 'کو', 'یونیورسٹی', 'کے', 'قیام', 'کےلیے', 'اجلاس', 'منعقد', 'کیا', 'گیا', 'جس', 'میں', 'وزیر', 'اعلی', 'بلوچستان', 'سمیت', 'دیگر', 'حکام', 'نے', 'اس', 'حوالے', 'سے', 'غور', 'و', 'خوص', 'کیا', '۔']",67,7,8
"['عالمی', 'خبر', 'رساں', 'ادارے', 'کے', 'مطابق', 'جنوبی', 'کوریا', 'کے', 'شہر', 'السان', 'میں', 'کثیر', 'المنزلہ', 'عمارت', 'کی', 'ا', 'ٹھویں', 'منزل', 'میں', 'ا', 'گ', 'لگ', 'گئی', 'ہوا', 'کے', 'تیز', 'تھپیڑوں', 'سے', 'ا', 'گ', 'دیکھتے', 'ہی', 'دیکھتے', 'ہی', 'بھڑک', 'ا', 'ٹھی', '12', 'ویں', 'منزل', 'تک', 'جا', 'پہنچی', '۔']",10,5,السان
"['افغان', 'خبررساں', 'ادارے', 'کے', 'مطابق', 'صوبے', 'قندوز', 'میں', 'ضلع', 'امام', 'صاحب', 'میں', 'گزشتہ', 'رات', 'طالبان', 'کے', 'ایک', 'گروپ', 'نے', 'سیکیورٹی', 'چیک', 'پوسٹ', 'پر', 'حملہ', 'کیا', 'جس', 'کے', 'نتیجے', 'میں', 'افغان', 'ملیشیا', 'سمیت', 'پولیس', 'کے', '8', 'اہلکار', 'ہلاک', 'ہوگئے', 'جب', 'کہ', 'حملے', 'کے', 'بعد', 'طالبان', 'فورسز', 'کا', 'سامان', 'اور', 'ہتھیار', 'بھی', 'لیکر', 'فرار', 'ہوگئے', '۔']",6,5,قندوز
"['ارفع', 'کریم', 'کی', 'قابلیت', 'کو', 'سراہتے', 'ہوئےفاطمہ', 'جناح', 'گولڈ', 'میڈل', 'سلام', 'پاکستان', 'یوتھ', 'ایوارڈ', 'اورصدارتی', 'پرائیڈ', 'ا', 'ف', 'پرفارمنس', 'سمیت', 'دیگراعزازات', 'سے', 'نوازاگیا', '2005', 'میں', 'مائیکرو', 'سافٹ', 'کےبانی', 'بل', 'گیٹس', 'نےارفع', 'کریم', 'سےخصوصی', 'ملاقات', 'کی', 'اور', 'انھیں', 'سند', 'عطا', 'کی', '2006', 'میں', 'مائیکرو', 'سافٹ', 'نے', 'بار', 'سلونا', 'میں', 'ہونےوالی', 'تکنیکی', 'ڈیولپرز', 'کانفرنس', 'میں', 'پورے', 'پاکستان', 'سےصرف', 'ارفع', 'کریم', 'کو', 'مد', 'عو', 'کیا', '۔']",45,5,بار
"['آگرہ', 'میں', 'مشہور', 'تجارتی', 'و', 'کاروباری', 'مرکز', 'صدر', 'بازار،', 'کِناری', 'بازار', 'اور', 'مُنرو', 'روڈ', 'ہیں۔']",0,5,آگرہ
"['کراچی', 'کے', 'علاقے', 'کورنگی', 'میں', 'بجلی', 'کے', 'کرنٹ', 'نے', 'ایک', 'خاتون', 'سمیت', '2', 'افراد', 'کی', 'جان', 'لے', 'لی', '۔']",3,5,کورنگی
"['پنجاب', 'کو', 'سب', 'سے', 'بڑا', 'حصہ', '922', 'ارب', '19', 'کروڑ', '80', 'لاکھ', 'سندھ', 'کو', '476', 'ارب', 'سے', 'زاید', 'خیبر', 'پختون', 'خوا', 'کو', '312', 'ارب', '96', 'کروڑ', '80', 'لاکھ', 'اور', 'بلوچستان', 'کو', '220', 'ارب', '42', 'کروڑ', '60', 'لاکھ', 'روپے', 'ملے', '۔']",20,5,خوا
